mL,Sample,Channel,Time,Normalization,Value
0.04250001162290573,1,2475ChB ex488/em509,0.1416666954755783,Signal,21.20744
0.04250001162290573,2,2475ChA ex280/em350,0.1416666954755783,Signal,11.62205
0.04250001162290573,2,2475ChB ex488/em509,0.1416666954755783,Signal,18.91462
0.04250001162290573,3,2475ChA ex280/em350,0.1416666954755783,Signal,5.203581
0.04250001162290573,3,2475ChB ex488/em509,0.1416666954755783,Signal,20.82072
0.04250001162290573,4,2475ChA ex280/em350,0.1416666954755783,Signal,4.522728
0.04250001162290573,4,2475ChB ex488/em509,0.1416666954755783,Signal,19.27354
0.04250001162290573,5,2475ChA ex280/em350,0.1416666954755783,Signal,4.850201
0.04250001162290573,5,2475ChB ex488/em509,0.1416666954755783,Signal,17.72763
0.04250001162290573,6,2475ChA ex280/em350,0.1416666954755783,Signal,8.907959
0.04250001162290573,6,2475ChB ex488/em509,0.1416666954755783,Signal,16.40336
0.04250001162290573,7,2475ChA ex280/em350,0.1416666954755783,Signal,5.369389
0.04250001162290573,7,2475ChB ex488/em509,0.1416666954755783,Signal,19.45996
0.04250001162290573,8,2475ChA ex280/em350,0.1416666954755783,Signal,4.172848
0.04250001162290573,8,2475ChB ex488/em509,0.1416666954755783,Signal,6.557953
0.04500000178813934,1,2475ChA ex280/em350,0.15000000596046448,Signal,24.29799
0.04500000178813934,1,2475ChB ex488/em509,0.15000000596046448,Signal,23.0717
0.04500000178813934,2,2475ChA ex280/em350,0.15000000596046448,Signal,12.87302
0.04500000178813934,2,2475ChB ex488/em509,0.15000000596046448,Signal,20.20271
0.04500000178813934,3,2475ChA ex280/em350,0.15000000596046448,Signal,5.454557
0.04500000178813934,3,2475ChB ex488/em509,0.15000000596046448,Signal,21.93498
0.04500000178813934,4,2475ChA ex280/em350,0.15000000596046448,Signal,4.745384
0.04500000178813934,4,2475ChB ex488/em509,0.15000000596046448,Signal,20.29111
0.04500000178813934,5,2475ChA ex280/em350,0.15000000596046448,Signal,5.068951
0.04500000178813934,5,2475ChB ex488/em509,0.15000000596046448,Signal,18.63974
0.04500000178813934,6,2475ChA ex280/em350,0.15000000596046448,Signal,8.780029
0.04500000178813934,6,2475ChB ex488/em509,0.15000000596046448,Signal,17.31059
0.04500000178813934,7,2475ChA ex280/em350,0.15000000596046448,Signal,5.627201
0.04500000178813934,7,2475ChB ex488/em509,0.15000000596046448,Signal,20.46973
0.04500000178813934,8,2475ChA ex280/em350,0.15000000596046448,Signal,4.378902
0.04500000178813934,8,2475ChB ex488/em509,0.15000000596046448,Signal,6.910492
0.047499991953372955,1,2475ChA ex280/em350,0.15833330154418945,Signal,26.17104
0.047499991953372955,1,2475ChB ex488/em509,0.15833330154418945,Signal,24.44767
0.047499991953372955,2,2475ChA ex280/em350,0.15833330154418945,Signal,13.47263
0.047499991953372955,2,2475ChB ex488/em509,0.15833330154418945,Signal,20.94392
0.047499991953372955,3,2475ChA ex280/em350,0.15833330154418945,Signal,5.578581
0.047499991953372955,3,2475ChB ex488/em509,0.15833330154418945,Signal,22.57072
0.047499991953372955,4,2475ChA ex280/em350,0.15833330154418945,Signal,4.859642
0.047499991953372955,4,2475ChB ex488/em509,0.15833330154418945,Signal,20.87022
0.047499991953372955,5,2475ChA ex280/em350,0.15833330154418945,Signal,5.152935
0.047499991953372955,5,2475ChB ex488/em509,0.15833330154418945,Signal,19.13681
0.047499991953372955,6,2475ChA ex280/em350,0.15833330154418945,Signal,8.350342
0.047499991953372955,6,2475ChB ex488/em509,0.15833330154418945,Signal,17.84867
0.047499991953372955,7,2475ChA ex280/em350,0.15833330154418945,Signal,5.759037
0.047499991953372955,7,2475ChB ex488/em509,0.15833330154418945,Signal,21.03711
0.047499991953372955,8,2475ChA ex280/em350,0.15833330154418945,Signal,4.487301
0.047499991953372955,8,2475ChB ex488/em509,0.15833330154418945,Signal,7.107758
0.050000011920928955,1,2475ChA ex280/em350,0.16666670143604279,Signal,27.18275
0.050000011920928955,1,2475ChB ex488/em509,0.16666670143604279,Signal,25.35978
0.050000011920928955,2,2475ChA ex280/em350,0.16666670143604279,Signal,13.38084
0.050000011920928955,2,2475ChB ex488/em509,0.16666670143604279,Signal,21.2154
0.050000011920928955,3,2475ChA ex280/em350,0.16666670143604279,Signal,5.617643
0.050000011920928955,3,2475ChB ex488/em509,0.16666670143604279,Signal,22.87443
0.050000011920928955,4,2475ChA ex280/em350,0.16666670143604279,Signal,4.900658
0.050000011920928955,4,2475ChB ex488/em509,0.16666670143604279,Signal,21.14658
0.050000011920928955,5,2475ChA ex280/em350,0.16666670143604279,Signal,5.144146
0.050000011920928955,5,2475ChB ex488/em509,0.16666670143604279,Signal,19.3497
0.050000011920928955,6,2475ChA ex280/em350,0.16666670143604279,Signal,7.730225
0.050000011920928955,6,2475ChB ex488/em509,0.16666670143604279,Signal,18.12992
0.050000011920928955,7,2475ChA ex280/em350,0.16666670143604279,Signal,5.806889
0.050000011920928955,7,2475ChB ex488/em509,0.16666670143604279,Signal,21.31543
0.050000011920928955,8,2475ChA ex280/em350,0.16666670143604279,Signal,4.532223
0.050000011920928955,8,2475ChB ex488/em509,0.16666670143604279,Signal,7.197601
0.05250000208616257,1,2475ChA ex280/em350,0.17499999701976776,Signal,27.29018
0.05250000208616257,1,2475ChB ex488/em509,0.17499999701976776,Signal,25.90568
0.05250000208616257,2,2475ChA ex280/em350,0.17499999701976776,Signal,12.67088
0.05250000208616257,2,2475ChB ex488/em509,0.17499999701976776,Signal,21.17634
0.05250000208616257,3,2475ChA ex280/em350,0.17499999701976776,Signal,5.627409
0.05250000208616257,3,2475ChB ex488/em509,0.17499999701976776,Signal,23.05119
0.05250000208616257,4,2475ChA ex280/em350,0.17499999701976776,Signal,4.91433
0.05250000208616257,4,2475ChB ex488/em509,0.17499999701976776,Signal,21.31748
